"",brand,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats
1611,Jeep,2018,1600000,14000,Diesel,Individual,Manual,1,17.100,1956.000,170.000,5.000
1612,Jeep,2018,1675000,80000,Diesel,Individual,Manual,1,17.100,1956.000,170.000,5.000
1613,Jeep,2017,1689999,60000,Diesel,Individual,Manual,1,17.100,1956.000,170.000,5.000
1615,Jeep,2017,1550000,50000,Diesel,Individual,Manual,1,17.100,1956.000,170.000,5.000
1616,Jeep,2019,1850000,14000,Diesel,Individual,Manual,1,17.100,1956.000,170.000,5.000
1617,Toyota,2004,170000,120000,Petrol,Individual,Manual,2,13.400,1794.000,125.000,5.000
1618,Toyota,2003,145000,70000,Petrol,Individual,Manual,2,13.400,1794.000,125.000,5.000
1619,Toyota,2006,150000,100000,Petrol,Individual,Manual,4,13.400,1794.000,125.000,5.000
1620,Toyota,2004,135000,90000,Petrol,Individual,Manual,2,13.400,1794.000,125.000,5.000
1621,Toyota,2017,1594000,5000,Diesel,Individual,Manual,1,21.430,1364.000,86.790,5.000
1622,Toyota,2018,1400000,13534,Petrol,Dealer,Manual,1,14.280,1798.000,138.030,5.000
1624,Toyota,2013,625000,39000,Petrol,Dealer,Automatic,1,14.280,1798.000,138.030,5.000
1626,Toyota,2010,350000,60000,Petrol,Individual,Manual,2,14.530,1798.000,138.000,5.000
1627,Toyota,2009,340000,82000,Petrol,Individual,Manual,2,14.530,1798.000,138.000,5.000
1628,Toyota,2010,350000,80000,Petrol,Individual,Manual,2,12.500,1794.000,132.000,5.000
1629,Toyota,2012,550000,100000,Petrol,Individual,Automatic,1,14.530,1794.000,138.100,5.000
1630,Toyota,2017,1450000,7000,Petrol,Dealer,Automatic,2,14.530,1794.000,138.100,5.000
1631,Toyota,2012,550000,57728,Petrol,Trustmark Dealer,Automatic,1,14.530,1794.000,138.100,5.000
1634,Toyota,2009,400000,90000,Petrol,Individual,Automatic,1,14.530,1794.000,138.100,5.000
1635,Toyota,2018,1590000,25000,Petrol,Dealer,Automatic,1,14.280,1798.000,138.030,5.000
1636,Toyota,2015,790000,126000,Diesel,Individual,Manual,3,21.430,1364.000,87.200,5.000
1637,Toyota,2015,1050000,60000,Diesel,Individual,Manual,1,21.430,1364.000,87.200,5.000
1638,Toyota,2015,780000,129000,Diesel,Individual,Manual,3,21.430,1364.000,87.200,5.000
1639,Toyota,2010,300000,60000,Diesel,Individual,Manual,1,21.430,1364.000,87.200,5.000
1640,Toyota,2012,600000,85000,Diesel,Individual,Manual,1,21.430,1364.000,87.200,5.000
1641,Toyota,2012,415000,125000,Diesel,Individual,Manual,2,21.430,1364.000,87.200,5.000
1642,Toyota,2010,425000,83585,Diesel,Dealer,Manual,1,21.430,1364.000,87.200,5.000
1643,Toyota,2011,365000,185000,Diesel,Individual,Manual,2,21.430,1364.000,87.200,5.000
1644,Toyota,2010,450000,120000,Diesel,Individual,Manual,2,21.430,1364.000,87.200,5.000
1645,Toyota,2012,476999,90000,Diesel,Individual,Manual,4,21.430,1364.000,87.200,5.000
1646,Toyota,2009,300000,100000,Petrol,Individual,Manual,2,14.530,1798.000,138.100,5.000
1647,Toyota,2015,1100000,50000,Petrol,Individual,Manual,1,14.280,1798.000,138.030,5.000
1649,Toyota,2005,275000,96000,Petrol,Individual,Manual,2,13.400,1794.000,125.000,5.000
1650,Toyota,2008,150000,60000,Petrol,Individual,Manual,2,13.400,1794.000,125.000,5.000
1651,Toyota,2006,150000,90000,Petrol,Individual,Manual,3,13.400,1794.000,125.000,5.000
1652,Honda,2006,125000,200000,Petrol,Individual,Automatic,3,13.100,1997.000,141.100,5.000
1653,Honda,2016,1350000,74000,Petrol,Dealer,Automatic,1,13.700,1997.000,153.860,5.000
1654,Honda,2007,325000,70000,Petrol,Individual,Automatic,2,10.100,2354.000,152.000,5.000
1655,Honda,2004,325000,120000,Petrol,Individual,Automatic,3,10.100,2354.000,152.000,5.000
1656,Honda,2005,476999,85000,Petrol,Individual,Manual,3,11.100,2354.000,158.800,5.000
1657,Honda,2009,500000,120000,Petrol,Individual,Automatic,2,11.100,2354.000,158.800,5.000
1658,Honda,2012,750000,50171,Petrol,Dealer,Automatic,1,11.100,2354.000,158.800,5.000
1659,Honda,2017,1750000,73000,Petrol,Dealer,Automatic,1,12.000,2354.000,187.400,5.000
1660,Honda,2017,1825000,58000,Petrol,Dealer,Automatic,1,12.000,2354.000,187.400,5.000
1661,Honda,2017,1650000,52000,Petrol,Dealer,Automatic,1,12.000,2354.000,187.400,5.000
1663,Honda,2008,400000,120000,Petrol,Individual,Manual,1,11.100,2354.000,158.800,5.000
1664,Hyundai,2017,950000,45000,Diesel,Individual,Manual,1,21.380,1396.000,88.700,5.000
1665,Hyundai,2017,957000,60000,Diesel,Individual,Manual,1,21.380,1396.000,88.700,5.000
1667,Hyundai,2018,1050000,70000,Diesel,Individual,Manual,1,21.380,1396.000,88.700,5.000
1668,Hyundai,2019,1050000,27000,Diesel,Individual,Manual,1,21.380,1396.000,88.700,5.000
1669,Hyundai,2016,825000,39000,Diesel,Dealer,Manual,1,21.380,1396.000,88.700,5.000
1670,Hyundai,2016,725000,100000,Diesel,Individual,Manual,1,21.380,1396.000,88.700,5.000
1673,Hyundai,2017,1100000,40000,Diesel,Individual,Manual,1,21.380,1396.000,88.700,5.000
1674,Hyundai,2016,900000,130000,Diesel,Individual,Manual,1,21.380,1396.000,88.700,5.000
1675,Hyundai,2018,1210000,25000,Diesel,Individual,Manual,1,21.380,1396.000,88.700,5.000
1676,Hyundai,2017,1125000,105000,Diesel,Individual,Manual,1,21.380,1396.000,88.700,5.000
1677,Hyundai,2016,950000,133000,Diesel,Individual,Manual,1,21.380,1396.000,88.700,5.000
1678,Hyundai,2018,946000,60000,Diesel,Individual,Manual,1,22.100,1396.000,88.700,5.000
1679,Hyundai,2019,950000,15000,Diesel,Individual,Manual,1,22.100,1396.000,88.700,5.000
1680,Hyundai,2019,990000,19600,Diesel,Individual,Manual,1,22.100,1396.000,88.700,5.000
1681,Hyundai,2019,1000000,15000,Diesel,Individual,Manual,1,22.100,1396.000,88.700,5.000
1682,Hyundai,2020,1050000,20000,Diesel,Individual,Manual,1,22.100,1396.000,88.700,5.000
1683,Hyundai,2016,819999,39000,Diesel,Dealer,Manual,1,19.670,1582.000,126.200,5.000
1684,Hyundai,2015,1300000,40000,Diesel,Individual,Manual,1,19.670,1582.000,126.200,5.000
1686,Hyundai,2017,1143000,51000,Diesel,Individual,Automatic,1,17.010,1582.000,126.200,5.000
1687,Hyundai,2017,1100000,67000,Diesel,Individual,Automatic,1,17.010,1582.000,126.200,5.000
1688,Hyundai,2020,1950000,2700,Diesel,Dealer,Automatic,1,17.010,1582.000,126.200,5.000
1689,Hyundai,2015,1050000,50000,Diesel,Individual,Automatic,1,17.010,1582.000,126.200,5.000
1690,Hyundai,2015,875000,72000,Diesel,Dealer,Automatic,1,17.010,1582.000,126.200,5.000
1691,Hyundai,2018,1150000,44000,Diesel,Individual,Automatic,1,17.010,1582.000,126.200,5.000
1692,Hyundai,2017,1000000,60000,Diesel,Individual,Automatic,2,17.010,1582.000,126.200,5.000
1694,Hyundai,2016,1050000,77150,Diesel,Dealer,Automatic,1,17.010,1582.000,126.200,5.000
1695,Hyundai,2016,1140000,50000,Diesel,Individual,Manual,1,19.670,1582.000,126.200,5.000
1696,Hyundai,2016,850000,58000,Diesel,Individual,Manual,1,19.670,1582.000,126.200,5.000
1697,Hyundai,2017,1050000,60000,Diesel,Individual,Manual,1,19.670,1582.000,126.200,5.000
1698,Hyundai,2017,1150000,63309,Diesel,Dealer,Manual,1,19.670,1582.000,126.200,5.000
1700,Hyundai,2015,978999,90000,Diesel,Individual,Manual,1,19.670,1582.000,126.200,5.000
1701,Hyundai,2015,850000,108000,Diesel,Individual,Manual,1,19.670,1582.000,126.200,5.000
1702,Hyundai,2016,950000,38600,Diesel,Dealer,Manual,1,19.670,1582.000,126.200,5.000
1703,Hyundai,2017,975000,48698,Diesel,Dealer,Manual,1,19.670,1582.000,126.200,5.000
1704,Hyundai,2016,900000,98000,Diesel,Individual,Manual,1,19.670,1582.000,126.200,5.000
1705,Hyundai,2016,1150000,154000,Diesel,Individual,Manual,1,19.670,1582.000,126.200,5.000
1706,Hyundai,2017,1125000,47000,Diesel,Individual,Manual,2,19.670,1582.000,126.200,5.000
1707,Hyundai,2018,1237000,46000,Diesel,Individual,Manual,1,19.670,1582.000,126.200,5.000
1708,Hyundai,2016,900000,110000,Diesel,Individual,Manual,1,19.670,1582.000,126.200,5.000
1709,Hyundai,2016,930000,47552,Diesel,Individual,Manual,2,19.670,1582.000,126.200,5.000
1710,Hyundai,2015,850000,59235,Diesel,Dealer,Manual,1,19.670,1582.000,126.200,5.000
1711,Hyundai,2015,965000,60000,Diesel,Individual,Manual,1,19.670,1582.000,126.200,5.000
1713,Hyundai,2015,750000,74000,Diesel,Individual,Manual,1,19.670,1582.000,126.200,5.000
1714,Hyundai,2017,1250000,90000,Diesel,Individual,Manual,1,19.670,1582.000,126.200,5.000
1715,Hyundai,2015,899000,80000,Diesel,Individual,Manual,2,19.670,1582.000,126.200,5.000
1716,Hyundai,2015,822000,60000,Diesel,Individual,Manual,1,19.670,1582.000,126.200,5.000
1717,Hyundai,2017,1110000,186000,Diesel,Individual,Manual,1,19.670,1582.000,126.200,5.000
1718,Hyundai,2016,1100000,94000,Diesel,Individual,Manual,1,19.670,1582.000,126.200,5.000
1719,Hyundai,2015,880000,120000,Diesel,Individual,Manual,2,19.670,1582.000,126.200,5.000
1720,Hyundai,2015,1000000,70000,Diesel,Individual,Manual,1,19.670,1582.000,126.200,5.000
1721,Hyundai,2015,1000000,50000,Diesel,Individual,Manual,1,19.670,1582.000,126.200,5.000
1722,Hyundai,2015,1000000,73500,Diesel,Individual,Manual,1,19.670,1582.000,126.200,5.000
1724,Hyundai,2016,1050000,80000,Diesel,Individual,Manual,1,19.670,1582.000,126.200,5.000
1726,Hyundai,2016,1100000,70000,Diesel,Individual,Manual,1,19.670,1582.000,126.200,5.000
1727,Hyundai,2017,1200000,25000,Diesel,Individual,Manual,1,19.670,1582.000,126.200,5.000
1728,Hyundai,2016,925000,79000,Diesel,Dealer,Manual,1,19.670,1582.000,126.200,5.000
1729,Hyundai,2017,1150000,27000,Diesel,Individual,Manual,2,19.670,1582.000,126.200,5.000
1730,Hyundai,2015,900000,50000,Diesel,Individual,Manual,1,19.670,1582.000,126.200,5.000
1731,Hyundai,2017,1100000,37000,Diesel,Individual,Manual,1,19.670,1582.000,126.200,5.000
1732,Hyundai,2015,1300000,48000,Diesel,Individual,Manual,2,19.670,1582.000,126.200,5.000
1734,Hyundai,2015,900000,90000,Petrol,Individual,Manual,1,15.290,1591.000,121.300,5.000
1735,Hyundai,2018,1200000,27000,Petrol,Individual,Manual,1,15.800,1591.000,121.300,5.000
1737,Hyundai,2018,1220000,11000,Petrol,Individual,Manual,1,15.800,1591.000,121.300,5.000
1739,Hyundai,2018,1350000,5000,Petrol,Individual,Automatic,1,14.800,1591.000,121.300,5.000
1740,Hyundai,2018,1380000,55000,Petrol,Individual,Automatic,1,14.800,1591.000,121.300,5.000
1741,Hyundai,2016,890000,40000,Petrol,Dealer,Automatic,1,14.800,1591.000,121.300,5.000
1742,Hyundai,2015,910000,40000,Diesel,Dealer,Automatic,1,17.600,1582.000,126.200,5.000
1743,Hyundai,2017,975000,41000,Diesel,Dealer,Manual,1,20.500,1582.000,126.200,5.000
1744,Hyundai,2019,1150000,31000,Petrol,Dealer,Manual,1,15.800,1591.000,121.300,5.000
1745,Hyundai,2018,1175000,14000,Petrol,Dealer,Manual,1,15.800,1591.000,121.300,5.000
1746,Hyundai,2018,1405000,15000,Petrol,Individual,Manual,1,15.800,1591.000,121.300,5.000
1748,Hyundai,2016,700000,30000,Petrol,Individual,Manual,1,15.290,1591.000,121.300,5.000
1749,Hyundai,2017,875000,42000,Petrol,Individual,Manual,1,15.290,1591.000,121.300,5.000
1750,Hyundai,2016,800000,25000,Petrol,Individual,Manual,1,15.290,1591.000,121.300,5.000
1752,Volkswagen,2013,350000,70000,Diesel,Individual,Manual,2,20.140,1498.000,88.500,5.000
1753,Volkswagen,2014,300000,84000,Diesel,Individual,Manual,2,20.140,1498.000,88.500,5.000
1754,Chevrolet,2011,300000,40000,Diesel,Individual,Manual,1,18.300,1991.000,147.900,5.000
1755,Chevrolet,2012,495000,82000,Diesel,Individual,Manual,3,17.300,1998.000,163.700,5.000
1756,Chevrolet,2010,270000,120000,Diesel,Individual,Manual,3,18.300,1991.000,147.900,5.000
1757,Chevrolet,2010,250000,135000,Diesel,Individual,Manual,3,18.300,1991.000,147.900,5.000
1759,Chevrolet,2010,270000,90000,Diesel,Individual,Manual,2,18.300,1991.000,147.900,5.000
1760,Chevrolet,2011,409999,80000,Diesel,Individual,Manual,2,18.300,1991.000,147.900,5.000
1761,Chevrolet,2011,270000,100000,Diesel,Individual,Manual,3,18.300,1991.000,147.900,5.000
1762,Chevrolet,2010,300000,60000,Diesel,Individual,Manual,1,18.300,1991.000,147.900,5.000
1763,Chevrolet,2011,360000,100000,Diesel,Individual,Manual,1,18.300,1991.000,147.900,5.000
1764,Chevrolet,2012,550000,74000,Diesel,Individual,Manual,4,17.300,1998.000,163.700,5.000
1765,Chevrolet,2011,440000,90000,Diesel,Individual,Automatic,2,18.100,1991.000,147.900,4.000
1767,Chevrolet,2011,430000,80000,Diesel,Individual,Automatic,2,18.100,1991.000,147.900,4.000
1768,Chevrolet,2015,450000,155000,Diesel,Individual,Automatic,1,14.810,1998.000,163.700,5.000
1769,Chevrolet,2016,750000,67600,Diesel,Individual,Automatic,1,14.810,1998.000,163.700,5.000
1771,Isuzu,2017,1250000,56800,Diesel,Individual,Manual,1,12.400,2499.000,134.000,5.000
1772,Isuzu,2019,1900000,30000,Diesel,Individual,Automatic,1,12.400,1999.000,147.900,5.000
1773,Renault,2014,500000,68000,Diesel,Individual,Manual,2,19.010,1461.000,108.450,5.000
1774,Renault,2012,400000,120000,Diesel,Individual,Manual,3,19.010,1461.000,108.450,5.000
1775,Renault,2013,360000,81000,Diesel,Individual,Manual,2,19.010,1461.000,108.450,5.000
1776,Renault,2013,520000,126000,Diesel,Individual,Manual,2,19.010,1461.000,108.450,5.000
1777,Renault,2013,345000,100000,Diesel,Individual,Manual,2,19.010,1461.000,108.450,5.000
1778,Renault,2012,500000,110000,Diesel,Individual,Manual,2,19.010,1461.000,108.450,5.000
1779,Renault,2014,400000,123000,Diesel,Individual,Manual,1,19.010,1461.000,108.450,5.000
1780,Renault,2016,550000,80000,Diesel,Individual,Manual,2,19.640,1461.000,108.450,5.000
1781,Renault,2014,450000,133000,Diesel,Individual,Manual,1,19.010,1461.000,108.450,5.000
1782,Renault,2014,620000,90000,Diesel,Individual,Manual,2,19.010,1461.000,108.450,5.000
1783,Renault,2015,600000,136000,Diesel,Individual,Manual,1,19.010,1461.000,108.450,5.000
1784,Renault,2014,600000,116000,Diesel,Individual,Manual,1,19.010,1461.000,108.450,5.000
1785,Renault,2017,850000,50000,Diesel,Individual,Automatic,1,19.600,1461.000,108.450,5.000
1786,Renault,2016,650000,30000,Diesel,Individual,Manual,1,19.640,1461.000,108.450,5.000
1787,Renault,2018,1050000,18000,Diesel,Dealer,Manual,1,19.600,1461.000,108.450,5.000
1788,Renault,2012,480000,55735,Diesel,Individual,Manual,2,19.010,1461.000,108.450,5.000
1789,Renault,2015,600000,60000,Diesel,Individual,Manual,1,19.010,1461.000,108.450,5.000
1790,Renault,2012,350000,105000,Diesel,Individual,Manual,2,19.010,1461.000,108.450,5.000
1791,Renault,2012,375000,100000,Diesel,Individual,Manual,2,19.010,1461.000,108.450,5.000
1792,Renault,2013,525000,56429,Diesel,Dealer,Manual,2,19.010,1461.000,108.450,5.000
1793,Renault,2018,1250000,12000,Diesel,Individual,Manual,1,19.600,1461.000,108.450,5.000
1794,Renault,2014,409999,188000,Diesel,Individual,Manual,2,19.010,1461.000,108.450,5.000
1795,Renault,2013,650000,120000,Diesel,Individual,Manual,2,19.010,1461.000,108.450,5.000
1796,Renault,2014,600000,114000,Diesel,Individual,Manual,1,19.010,1461.000,108.450,5.000
1797,Renault,2012,320000,110000,Diesel,Individual,Manual,3,19.010,1461.000,108.450,5.000
1798,Renault,2018,950000,26000,Diesel,Individual,Manual,1,19.600,1461.000,108.450,5.000
1799,Renault,2012,450000,90000,Diesel,Individual,Manual,1,19.010,1461.000,108.450,5.000
1800,Renault,2017,880000,50000,Diesel,Individual,Manual,1,19.600,1461.000,108.450,5.000
1801,Renault,2012,550000,86000,Diesel,Individual,Manual,1,19.010,1461.000,108.450,5.000
1802,Renault,2012,450000,100000,Diesel,Individual,Manual,1,19.010,1461.000,108.450,5.000
1803,Renault,2014,650000,80000,Diesel,Individual,Manual,1,19.010,1461.000,108.450,5.000
1806,Renault,2015,600000,160000,Diesel,Individual,Manual,1,19.010,1461.000,108.450,5.000
1807,Renault,2014,455999,80000,Diesel,Individual,Manual,1,19.010,1461.000,108.450,5.000
1808,Renault,2013,520000,109000,Diesel,Individual,Manual,2,19.640,1461.000,108.450,5.000
1809,Renault,2014,560000,132000,Diesel,Individual,Manual,2,19.720,1461.000,108.450,5.000
1810,Renault,2014,650000,129000,Diesel,Individual,Manual,1,19.720,1461.000,108.450,5.000
1811,Renault,2017,650000,120000,Diesel,Individual,Manual,1,19.870,1461.000,83.800,5.000
1812,Renault,2016,515000,40000,Diesel,Individual,Manual,1,19.870,1461.000,83.800,5.000
1813,Renault,2015,550000,130000,Diesel,Individual,Manual,2,20.450,1461.000,83.800,5.000
1814,Renault,2014,500000,120000,Diesel,Individual,Manual,1,20.450,1461.000,83.800,5.000
1815,Renault,2014,520000,120000,Diesel,Individual,Manual,1,20.450,1461.000,83.800,5.000
1816,Renault,2016,600000,90000,Diesel,Individual,Manual,2,19.870,1461.000,83.800,5.000
1817,Renault,2015,600000,67303,Diesel,Dealer,Manual,1,20.450,1461.000,83.800,5.000
1818,Renault,2014,570000,40000,Diesel,Dealer,Manual,1,20.450,1461.000,83.800,5.000
1819,Renault,2016,535000,50000,Diesel,Individual,Manual,1,19.870,1461.000,83.800,5.000
1820,Renault,2015,484999,75000,Diesel,Dealer,Manual,1,19.870,1461.000,83.800,5.000
1821,Renault,2014,480000,80000,Diesel,Individual,Manual,1,20.450,1461.000,83.800,5.000
1822,Renault,2017,750000,48406,Diesel,Dealer,Manual,1,19.870,1461.000,83.800,5.000
1823,Renault,2015,550000,60000,Diesel,Individual,Manual,1,20.450,1461.000,83.800,5.000
1826,Renault,2016,645000,120000,Diesel,Individual,Manual,1,19.870,1461.000,83.800,5.000
1827,Renault,2012,450000,80000,Diesel,Individual,Manual,1,19.870,1461.000,83.800,5.000
1828,Renault,2013,585000,80000,Diesel,Individual,Manual,2,20.460,1461.000,83.800,5.000
1829,Renault,2013,490000,95000,Diesel,Individual,Manual,1,20.460,1461.000,83.800,5.000
1830,Renault,2013,550000,100600,Diesel,Individual,Manual,3,20.460,1461.000,83.800,5.000
1831,Renault,2012,545000,90000,Diesel,Individual,Manual,2,20.460,1461.000,83.800,5.000
1832,Renault,2012,400000,100000,Diesel,Individual,Manual,2,20.460,1461.000,83.800,5.000
1833,Renault,2013,400000,96000,Diesel,Individual,Manual,1,20.460,1461.000,83.800,5.000
1834,Renault,2013,475000,250000,Diesel,Individual,Manual,1,20.460,1461.000,83.800,5.000
1835,Renault,2013,400000,44500,Diesel,Individual,Manual,2,20.460,1461.000,83.800,5.000
1836,Renault,2013,425000,152186,Diesel,Dealer,Manual,2,20.450,1461.000,83.800,5.000
1837,Renault,2015,620000,140000,Diesel,Individual,Manual,2,20.450,1461.000,83.800,5.000
1838,Renault,2013,325000,100000,Diesel,Individual,Manual,3,20.450,1461.000,83.800,5.000
1839,Renault,2017,819999,50000,Diesel,Individual,Manual,1,19.870,1461.000,83.800,5.000
1840,Renault,2014,425000,69000,Diesel,Dealer,Manual,1,19.870,1461.000,83.800,5.000
1841,Renault,2017,575000,96000,Diesel,Individual,Manual,1,19.870,1461.000,83.800,5.000
1842,Renault,2014,495000,175000,Diesel,Individual,Manual,1,19.010,1461.000,108.450,5.000
1843,Renault,2014,500000,120000,Diesel,Individual,Manual,1,19.010,1461.000,108.450,5.000
1844,Renault,2016,650000,80000,Diesel,Individual,Manual,1,19.720,1461.000,108.450,5.000
1845,Renault,2018,900000,30000,Petrol,Individual,Automatic,1,14.990,1498.000,104.500,5.000
1846,Renault,2013,695000,120000,Diesel,Individual,Manual,1,19.010,1461.000,108.450,5.000
1847,Renault,2017,750000,20171,Diesel,Dealer,Automatic,1,19.870,1461.000,108.500,5.000
1848,Maruti,2020,550000,15000,Petrol,Individual,Manual,1,23.260,1197.000,88.500,5.000
1849,Maruti,2020,580000,70000,Petrol,Individual,Manual,1,23.260,1197.000,88.500,5.000
1850,Maruti,2020,700000,20000,Petrol,Individual,Manual,1,23.260,1197.000,88.500,5.000
1851,Mercedes-Benz,2011,1600000,74000,Diesel,Dealer,Automatic,1,10.000,2148.000,170.000,5.000
1852,Mercedes-Benz,2013,1925000,91500,Diesel,Dealer,Automatic,1,10.000,2148.000,170.000,5.000
1853,Mercedes-Benz,2011,1190000,80000,Petrol,Individual,Automatic,2,10.930,2497.000,204.000,5.000
1854,Mercedes-Benz,2010,1200000,35000,Petrol,Individual,Automatic,2,10.930,2497.000,204.000,5.000
1855,Mercedes-Benz,2016,3000000,40000,Diesel,Individual,Automatic,1,13.000,2143.000,204.000,5.000
1856,Mercedes-Benz,2016,2900000,31000,Diesel,Dealer,Automatic,1,13.000,2143.000,204.000,5.000
1858,Mercedes-Benz,2014,1850000,60000,Diesel,Individual,Automatic,2,13.000,2143.000,201.100,5.000
1859,Mercedes-Benz,2011,1600000,70000,Diesel,Individual,Automatic,1,14.210,2143.000,203.000,5.000
1860,Mercedes-Benz,2016,2700000,35000,Diesel,Dealer,Automatic,1,15.000,2143.000,204.000,5.000
1861,Mercedes-Benz,2005,800000,120005,Diesel,Individual,Automatic,2,11.000,2987.000,198.500,5.000
1862,Mercedes-Benz,2009,1000000,80000,Petrol,Individual,Automatic,3,10.930,3498.000,272.000,5.000
1863,Mercedes-Benz,2019,5200000,17000,Petrol,Dealer,Automatic,1,15.000,1991.000,194.400,5.000
1865,Ford,2013,429000,49102,Petrol,Dealer,Manual,2,18.880,999.000,123.370,5.000
1866,Ford,2014,550000,43011,Petrol,Dealer,Manual,1,18.880,999.000,123.370,5.000
1867,Ford,2018,750000,17000,Diesel,Individual,Manual,1,23.000,1498.000,98.960,5.000
1868,Ford,2015,599000,92651,Diesel,Dealer,Manual,1,21.700,1498.000,98.960,5.000
1869,Ford,2019,950000,16034,Diesel,Dealer,Manual,1,21.700,1498.000,98.960,5.000
1870,Ford,2016,725000,30000,Diesel,Individual,Manual,1,21.700,1498.000,98.960,5.000
1873,Ford,2014,550000,105000,Diesel,Dealer,Manual,1,21.700,1498.000,98.960,5.000
1875,Ford,2019,800000,30000,Diesel,Individual,Manual,3,23.000,1498.000,98.960,5.000
1876,Ford,2018,950000,20000,Diesel,Individual,Manual,1,23.000,1498.000,98.960,5.000
